Country Name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,0.0,76625.9503770225,448749.81422633457,849976.5941728003,1049962.7062934441,1273497.925733756,1514835.0221871855,1794595.0900179509,2094788.865183225,2423908.2645035135,2733415.629199423,3050224.3187562097,3367547.6369089717,3680803.1061871774,3969285.1365492633,4256982.309379179,4544478.766023884,4821413.634333238,5110208.434663002,5397420.551261747,5687038.427330526,5977738.974127855,6264215.069067515,6549158.317902198,6833956.404126511,7115024.783431015
Albania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andorra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,0.0,608283.8571262752,4006147.5387815563,7633001.455760218,9617547.044725336,11868791.48879217,14245856.97089348,16900972.584613048,19737119.58570063,22723076.372562785,25738173.719853263,28680589.201567452,31668708.917290006,34603116.56660111,37059456.19888437,39444635.58497566,41757404.2397393,44013905.23180556,46298627.12748567,48537222.060706705,50716265.876199365,52981474.3120911,55321160.09336893,57569889.17901862,59806859.753894925,62166767.980848104
Argentina,0.0,1152559.9582645914,7482992.009030219,14238730.822916236,17921070.18733441,22126321.679219086,26499335.809440307,31443142.24716295,36692862.14849284,42105246.10008182,47822331.84159845,53358760.55827084,58981856.6323078,64535230.17507829,69035256.50258633,73503668.41987756,77696640.56809214,82033047.8542195,86377395.86481836,90549590.30786212,94695532.4921447,99016980.99446657,103304760.13908322,107689372.91452438,112155135.48365822,116536196.90167293
Armenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Samoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,0.0,1122607.8798087984,7529094.222853731,14377298.249721497,18222658.08320158,22560737.292118005,27118220.99267088,31997048.920310408,37629625.7541929,43204277.49702275,48988051.27220513,54563108.330058046,60226286.627038166,65821042.25730731,70062208.52851531,74421030.41063514,78990509.55606122,83351132.79265726,87423260.46627599,91602487.50973648,95612854.4569639,99705268.05988505,104031426.68878643,108347828.54001844,112624437.84798867,116919604.61137624
Austria,0.0,959002.6240393582,6305649.894045182,12013323.681539297,15136960.493479365,18680933.587095924,22404298.74349107,26595966.918245528,31042237.994868927,35742526.23865069,40463825.93865435,45125282.54936153,49830486.22202666,54456007.72862604,58277434.60369527,62039951.444751285,65678461.90503686,69273907.87301835,72836046.62558818,76360909.71001033,79842336.50821042,83351255.380097,87089664.26230201,90619233.47812453,94130005.00322089,97893622.00108522
Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burundi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,0.0,908967.9268160684,6035903.221472887,11528894.04839234,14537137.794883199,17970711.869208716,21576905.821996246,25533093.973910782,29887423.658615492,34451394.809793375,38976668.255865045,43448933.40225376,47957982.6256385,52464935.5466219,55923467.47611476,59465028.76525357,63132021.63801049,66508406.76447995,69836618.78090917,73186347.07956192,76504799.88628581,79918365.13404675,83335440.63668826,86818057.44786052,90210438.98244096,93563501.03098765
Benin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,0.0,1172049.8539422983,7049815.400280908,13367843.627156323,16674735.452463832,20336201.674509607,24322510.394725814,28692469.404248323,33471231.80851832,38709338.455711454,43826053.87678312,48920526.54939161,53907700.832979515,58985723.828345865,63263654.97325445,67396165.42897145,71839189.2486386,76250097.75910968,80566833.14344233,84905092.61299695,89358016.94522297,93814457.208528,98296889.60209465,102640179.46897846,106923862.06214032,111406349.3356246
Bulgaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,0.0,106677.84917799424,702578.5707119522,1338638.4802645885,1686678.383915238,2081490.6289771756,2498368.7525950084,2964009.949007221,3461399.545137558,3985062.0491299387,4513835.082152338,5029861.524905924,5553903.352788046,6068525.421042242,6499306.25757568,6917607.358009264,7323209.418373084,7718943.531125756,8119626.8879921995,8512220.723680988,8894370.775466945,9291631.95715011,9701954.611573668,10096325.725373106,10488634.68903631,10902503.857122023
Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belarus,0.0,188608.92805629078,1214513.4135082264,2308192.0905142715,2914893.4898935873,3591546.8735480346,4299126.724953216,5097077.498442646,5955594.541665702,6837285.2138331905,7761444.196141168,8673078.096035529,9585540.13349484,10474500.080658376,11203858.343427874,11909105.953184383,12619340.295191698,13310528.5024387,14019168.791422196,14713241.749716418,15415228.681563217,16114456.851996552,16812076.7729223,17547708.731179327,18257696.074914888,18968980.015807465
Belize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bermuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolivia,0.0,81145.21981409141,504092.839985782,956745.6492122515,1198010.432843158,1470635.0769221205,1758194.0383828068,2082879.5180616227,2431728.42409942,2804488.273418158,3179858.362920721,3546863.095793926,3909484.9933837466,4270593.072208134,4577420.809424759,4873537.374463167,5166414.153766847,5474032.856183879,5767275.116685745,6072115.258045688,6385265.041590288,6687274.225733651,6989296.547826067,7286809.50257448,7597954.972361019,7915801.728033237
Brazil,0.0,3208156.666836668,20840513.81484952,39669646.12106988,49912817.70494144,61639333.82548684,73819598.96537003,87610900.5269575,102208344.92675695,117301865.18164866,133201901.14824255,148627921.71913016,164267280.93695736,179765085.76918533,192255143.91908833,204744392.07087547,216412721.48138,228517245.41178066,240542039.46514606,252224403.510325,263719663.93354526,275793689.64854336,287687357.04835254,299874428.6396425,312345474.18366945,324546780.7836344
Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brunei Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Botswana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central African Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada,0.0,2474705.9094184106,16444996.015010506,31432273.641197987,39650507.99496952,48989069.2362561,58836705.886085965,69624221.27107733,81523593.45923829,93926274.29067215,106328377.31203748,118526730.79568587,130767118.44472656,143121028.7592817,152567682.9664557,162075382.43328586,172140498.03933728,181259317.00979918,190394245.631154,199425735.5361423,208543121.69678694,217840624.4902727,227180977.28997344,236554782.18927145,245871443.97060752,254970411.4005305
Switzerland,0.0,2225937.612629595,14757109.14721056,28180241.94680082,35538193.46874556,43947952.63185656,52712871.844763696,62411750.05936574,72974732.57307325,84205023.35859832,95238635.82110758,106122186.35893473,117242440.68691567,128099540.04252972,136703217.4213913,145435559.07967868,154284297.0420878,162529957.52420914,170799397.92639798,179037339.442348,187133687.12064558,195500272.5846625,203695758.9357859,212415794.6643291,220494692.70889258,228756210.8593331
Chile,0.0,359031.7067458091,2305209.823305014,4384073.634206658,5536941.456690977,6817576.993760651,8159484.465931658,9672846.283425279,11282576.213691467,12972075.482108718,14709068.050049972,16477845.478190005,18188603.275312565,19858654.64707107,21249903.586016167,22605169.162146896,23951294.006042227,25292280.196307722,26613543.45892694,27913257.54762122,29257254.077231236,30619275.68337233,31940881.76741463,33330343.44238334,34683719.06938426,36034405.158906534
China,0.0,59542994.8789286,374515524.77469087,711718135.571326,893756744.940412,1099994450.1206708,1314154711.372336,1555070316.1449156,1815167579.190198,2089686779.0317564,2369835540.887194,2647409809.58574,2916356524.5515957,3187073457.1814003,3418261260.9995217,3640041231.883253,3859604108.2389946,4078683897.9642763,4297556215.832381,4521983860.421587,4745780558.780101,4974227848.432547,5188281779.522591,5412078646.86089,5639053390.346346,5864369102.6435795
C̫te d'Ivoire,0.0,128440.87494655862,752349.8926816306,1425118.3149406603,1760536.5152836018,2135642.107196608,2540403.821961064,3009129.5863424884,3512796.6641193824,4064748.2461120854,4584077.579775883,5115141.575762879,5647780.215733778,6172544.082356266,6655478.660869383,7138530.025224894,7619226.093811438,8084564.193144667,8567199.938783871,9050075.068686552,9535512.52209033,10022948.489740206,10503329.334803686,10980989.149031796,11458216.441109397,11928981.147232193
